Statistical profiling result from /Users/colch/Downloads/temp/node-prof/jest/isolate-0x102802400-v8.log, (2056 ticks, 208 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      6  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      6  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      6  100.0%            LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      6    1.7%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/path/replacement.js:1:11
      6  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/path/index.js:1:11
      6  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/index.js:1:11
      6  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-template/lib/index.js:1:11
      6    1.7%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/path/index.js:1:11
      6  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/index.js:1:11
      6  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-template/lib/index.js:1:11
      6  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-helpers/lib/helpers.js:1:11
      5    1.4%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/tough-cookie/lib/cookie.js:1:11
      5  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      5  100.0%          LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      5  100.0%            LazyCompile: ~JSDOMEnvironment /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:33:14
      4    1.1%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/xmlhttprequest.js:1:11
      4  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      4  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      4  100.0%            LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      4    1.1%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      4  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/xmlhttprequest.js:1:11
      4  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      4  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      4    1.1%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      4  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      4  100.0%          LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      4  100.0%            LazyCompile: ~JSDOMEnvironment /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:33:14
      4    1.1%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/cssstyle/lib/CSSStyleDeclaration.js:1:11
      4  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      4  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/api.js:1:11
      4  100.0%            LazyCompile: ~_load_jsdom /Users/colch/Downloads/temp/node_modules/jest-environment-jsdom/build/index.js:17:21
      4    1.1%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/compile/_rules.js:1:11
      4  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/compile/rules.js:1:11
      4  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/ajv/lib/ajv.js:1:11
      4  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/har-validator/lib/promise.js:1:11

    208   10.1%  UNKNOWN
     25   12.0%    LazyCompile: *now perf_hooks.js:415:6
     25  100.0%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     25  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     25  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     25  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
     15    7.2%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     15  100.0%      LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     15  100.0%        LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     15  100.0%          LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
     15  100.0%            LazyCompile: ~resolve /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/queue_runner.js:39:31
     10    4.8%    LazyCompile: *realpathSync fs.js:1622:40
      7   70.0%      LazyCompile: *Module._findPath internal/modules/cjs/loader.js:212:28
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/object-keys/index.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/define-properties/index.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/util.promisify/index.js:1:11
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/keys.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/_baseAssign.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/_baseClone.js:1:11
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/_arrayLikeKeys.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/keys.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/lodash/_baseAssign.js:1:11
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/register-elements.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/index.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/browser/Window.js:1:11
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/es6.array.iterator.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/web.dom.iterable.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/fn/get-iterator.js:1:11
      1   14.3%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/_array-methods.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/_collection.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/es6.map.js:1:11
      1   14.3%        LazyCompile: ~_load_slash /Users/colch/Downloads/temp/node_modules/jest-runtime/build/script_transformer.js:69:21
      1  100.0%          LazyCompile: ~_getFileCachePath /Users/colch/Downloads/temp/node_modules/jest-runtime/build/script_transformer.js:141:20
      1  100.0%            LazyCompile: ~transformSource /Users/colch/Downloads/temp/node_modules/jest-runtime/build/script_transformer.js:211:18
      1   10.0%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/NamedNodeMap.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Element.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLElement.js:1:11
      1   10.0%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/attributes.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/node.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Node-impl.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Node.js:1:11
      1   10.0%      LazyCompile: ~resolveNodeModule /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:132:31
      1  100.0%        LazyCompile: ~resolveModule /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:98:16
      1  100.0%          LazyCompile: ~_getVirtualMockPath /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:252:22
      1  100.0%            LazyCompile: ~_getAbsolutPath /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:241:18
      9    4.3%    LazyCompile: ~resolveNodeModule /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:132:31
      9  100.0%      LazyCompile: ~resolveModule /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:98:16
      9  100.0%        LazyCompile: ~_getVirtualMockPath /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:252:22
      9  100.0%          LazyCompile: ~_getAbsolutPath /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:241:18
      9  100.0%            LazyCompile: ~getModuleID /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:219:14
      6    2.9%    T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
      6  100.0%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
      6  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
      6  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
      6  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
      4    1.9%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   50.0%      LazyCompile: ~_execModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:403:14
      2  100.0%        LazyCompile: ~requireModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:226:16
      1   50.0%          LazyCompile: ~requireModuleOrMock /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:333:22
      1  100.0%            LazyCompile: ~Object.<anonymous> /Users/colch/Downloads/temp/node_modules/pngjs/lib/parser-sync.js:1:32
      1   50.0%          LazyCompile: ~requireInternalModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:273:24
      1  100.0%            LazyCompile: ~options.isInternalModule.moduleName /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:556:65
      1   25.0%      LazyCompile: ~pp$3.parseObjectProperty /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:4113:37
      1  100.0%        LazyCompile: ~pp$3.parseObjPropValue /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:4139:35
      1  100.0%          LazyCompile: ~pp$3.parseObj /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:3963:26
      1  100.0%            LazyCompile: ~pp$2.parseBindingAtom /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:3072:34
      1   25.0%      LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-cli/build/test_scheduler.js:147:48
      4    1.9%    LazyCompile: ~_transformAndBuildScript /Users/colch/Downloads/temp/node_modules/jest-runtime/build/script_transformer.js:292:27
      4  100.0%      LazyCompile: ~transform /Users/colch/Downloads/temp/node_modules/jest-runtime/build/script_transformer.js:331:12
      4  100.0%        LazyCompile: ~_execModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:403:14
      4  100.0%          LazyCompile: ~requireModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:226:16
      2   50.0%            LazyCompile: ~requireModuleOrMock /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:333:22
      2   50.0%            LazyCompile: ~requireInternalModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:273:24
      3    1.4%    LazyCompile: ~hrtime internal/process.js:103:35
      3  100.0%      LazyCompile: ~now perf_hooks.js:140:13
      3  100.0%        LazyCompile: ~now perf_hooks.js:415:6
      3  100.0%          LazyCompile: ~runCycles /Users/colch/Downloads/temp/compare.js:25:19
      3  100.0%            LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
      3    1.4%    LazyCompile: *Module._resolveLookupPaths internal/modules/cjs/loader.js:378:38
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Element-impl.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Element.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLElement.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/_object-create.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/_iter-create.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/_iter-define.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/core-js/library/modules/es6.array.iterator.js:1:11
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-types/lib/index.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/path/lib/virtual-types.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/path/index.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-traverse/lib/index.js:1:11
      3    1.4%    LazyCompile: *Module._load internal/modules/cjs/loader.js:480:24
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/SVGGraphicsElement.js:1:11
      1  100.0%        LazyCompile: *Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/register-elements.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/index.js:1:11
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLTrackElement.js:1:11
      1  100.0%        LazyCompile: *Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/register-elements.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/index.js:1:11
      1   33.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/HTMLTableRowElement.js:1:11
      1  100.0%        LazyCompile: *Module._load internal/modules/cjs/loader.js:480:24
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/register-elements.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/index.js:1:11

     79    3.8%  LazyCompile: *now perf_hooks.js:415:6
     79  100.0%    LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     79  100.0%      LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     79  100.0%        LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     79  100.0%          LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
     79  100.0%            LazyCompile: ~resolve /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/queue_runner.js:39:31

     68    3.3%  T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
     68  100.0%    T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
     65   95.6%      LazyCompile: *runCycles /Users/colch/Downloads/temp/compare.js:25:19
     65  100.0%        LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
     65  100.0%          LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
     65  100.0%            LazyCompile: ~asyncFn /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/jasmine_async.js:80:30
      2    2.9%      LazyCompile: ~MathGlobalVariableAccess /Users/colch/Downloads/temp/compare.js:44:34
      2  100.0%        LazyCompile: ~runCycles /Users/colch/Downloads/temp/compare.js:25:19
      2  100.0%          LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
      2  100.0%            LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33
      1    1.5%      LazyCompile: *MathGlobalVariableAccess /Users/colch/Downloads/temp/compare.js:44:34
      1  100.0%        LazyCompile: ~runCycles /Users/colch/Downloads/temp/compare.js:25:19
      1  100.0%          LazyCompile: ~Object.<anonymous>.module.exports /Users/colch/Downloads/temp/compare.js:51:18
      1  100.0%            LazyCompile: ~it /Users/colch/Downloads/temp/__tests__/compare.js:4:33

     28    1.4%  T ___pthread_sigmask
     19   67.9%    T v8::internal::Runtime_CompileLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      2   10.5%      LazyCompile: ~_execModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:403:14
      2  100.0%        LazyCompile: ~requireModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:226:16
      2  100.0%          LazyCompile: ~requireInternalModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:273:24
      2  100.0%            LazyCompile: ~options.isInternalModule.moduleName /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:556:65
      1    5.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/events/PopStateEvent-impl.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/PopStateEvent.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Document-impl.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:1:11
      1    5.3%      Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-core/lib/helpers/resolve.js:1:11
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-core/lib/helpers/resolve-from-possible-names.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-core/lib/helpers/resolve-plugin.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-core/lib/transformation/file/options/option-manager.js:1:11
      1    5.3%      LazyCompile: ~startup internal/bootstrap/node.js:19:19
      1  100.0%        Script: ~bootstrapNodeJSCore internal/bootstrap/node.js:16:30
      1    5.3%      LazyCompile: ~require internal/modules/cjs/helpers.js:17:19
      1  100.0%        LazyCompile: ~_load_types /Users/colch/Downloads/temp/node_modules/jest-worker/build/child.js:14:21
      1  100.0%          LazyCompile: ~process.on /Users/colch/Downloads/temp/node_modules/jest-worker/build/child.js:33:23
      1  100.0%            LazyCompile: ~emit internal/child_process.js:806:16
      1    5.3%      LazyCompile: ~promise.then /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/queue_runner.js:73:76
      1  100.0%        t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    5.3%      LazyCompile: ~printJoin /Users/colch/Downloads/temp/node_modules/babel-generator/lib/printer.js:349:51
      1  100.0%        LazyCompile: ~printList /Users/colch/Downloads/temp/node_modules/babel-generator/lib/printer.js:423:51
      1  100.0%          LazyCompile: ~ObjectExpression /Users/colch/Downloads/temp/node_modules/babel-generator/lib/generators/types.js:49:26
      1  100.0%            LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/babel-generator/lib/printer.js:297:44
      1    5.3%      LazyCompile: ~pp$1.parseVarStatement /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:2167:35
      1  100.0%        LazyCompile: ~pp$1.parseStatement /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:1816:32
      1  100.0%          LazyCompile: ~pp$1.parseBlockBody /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:2255:32
      1  100.0%            LazyCompile: ~pp$1.parseTopLevel /Users/colch/Downloads/temp/node_modules/babylon/lib/index.js:1775:31
      1    5.3%      LazyCompile: ~module.exports /Users/colch/Downloads/temp/node_modules/detect-indent/index.js:29:27
      1  100.0%        LazyCompile: ~normalizeOptions /Users/colch/Downloads/temp/node_modules/babel-generator/lib/index.js:68:26
      1  100.0%          LazyCompile: ~Generator /Users/colch/Downloads/temp/node_modules/babel-generator/lib/index.js:46:21
      1  100.0%            LazyCompile: ~exports.default /Users/colch/Downloads/temp/node_modules/babel-generator/lib/index.js:18:28
      1    5.3%      LazyCompile: ~matcher /Users/colch/Downloads/temp/node_modules/micromatch/index.js:279:17
      1  100.0%        LazyCompile: ~globs.map.each /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:53:30
      1  100.0%          LazyCompile: ~globsToMatcher /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:48:24
      1  100.0%            LazyCompile: ~SearchSource /Users/colch/Downloads/temp/node_modules/jest-cli/build/search_source.js:74:14
      1    5.3%      LazyCompile: ~isSpecial /Users/colch/Downloads/temp/node_modules/whatwg-url/lib/url-state-machine.js:62:19
      1  100.0%        LazyCompile: ~parseScheme /Users/colch/Downloads/temp/node_modules/whatwg-url/lib/url-state-machine.js:575:65
      1  100.0%          LazyCompile: ~URLStateMachine /Users/colch/Downloads/temp/node_modules/whatwg-url/lib/url-state-machine.js:499:25
      1  100.0%            LazyCompile: ~module.exports.basicURLParse /Users/colch/Downloads/temp/node_modules/whatwg-url/lib/url-state-machine.js:1249:41
      1    5.3%      LazyCompile: ~getModule /Users/colch/Downloads/temp/node_modules/jest-haste-map/build/module_map.js:30:12
      1  100.0%        LazyCompile: ~getModule /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:178:12
      1  100.0%          LazyCompile: ~_isModuleResolved /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:257:20
      1  100.0%            LazyCompile: ~_getAbsolutPath /Users/colch/Downloads/temp/node_modules/jest-resolve/build/index.js:241:18
      1    5.3%      LazyCompile: ~extglob /Users/colch/Downloads/temp/node_modules/extglob/index.js:42:17
      1  100.0%        LazyCompile: ~Glob.extglob /Users/colch/Downloads/temp/node_modules/micromatch/lib/glob.js:96:34
      1  100.0%          LazyCompile: ~expand /Users/colch/Downloads/temp/node_modules/micromatch/lib/expand.js:29:16
      1  100.0%            LazyCompile: ~toRegex /Users/colch/Downloads/temp/node_modules/micromatch/index.js:328:17
      1    5.3%      LazyCompile: ~convert /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/MessageEventInit.js:87:10
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/events/MessageEvent-impl.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/MessageEvent.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Document-impl.js:1:11
      1    5.3%      LazyCompile: ~_setExports /Users/colch/Downloads/temp/node_modules/assert-plus/assert.js:98:21
      1  100.0%        Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/assert-plus/assert.js:1:11
      1  100.0%          Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/http-signature/lib/parser.js:1:11
      1  100.0%            Script: ~<anonymous> /Users/colch/Downloads/temp/node_modules/http-signature/lib/index.js:1:11
      1    5.3%      LazyCompile: ~Object.<anonymous> /Users/colch/Downloads/temp/compare.js:1:32
      1  100.0%        LazyCompile: ~_execModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:403:14
      1  100.0%          LazyCompile: ~requireModule /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:226:16
      1  100.0%            LazyCompile: ~requireModuleOrMock /Users/colch/Downloads/temp/node_modules/jest-runtime/build/index.js:333:22
      1    5.3%      LazyCompile: ~Join native array.js:118:14
      1  100.0%        LazyCompile: ~InnerArrayJoin native array.js:273:24
      1  100.0%          LazyCompile: ~join native array.js:286:46
      1  100.0%            LazyCompile: ~_load_gracefulFs /Users/colch/Downloads/temp/node_modules/jest-haste-map/build/worker.js:74:26
      1    5.3%      LazyCompile: ~<anonymous> /Users/colch/Downloads/temp/node_modules/jest-jasmine2/build/index.js:116:48
      1  100.0%        t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1    3.6%    T v8::internal::Runtime_RegExpReplace(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~Glob._replace /Users/colch/Downloads/temp/node_modules/micromatch/lib/glob.js:127:35
      1  100.0%        LazyCompile: ~expand /Users/colch/Downloads/temp/node_modules/micromatch/lib/expand.js:29:16
      1  100.0%          LazyCompile: ~toRegex /Users/colch/Downloads/temp/node_modules/micromatch/index.js:328:17
      1  100.0%            LazyCompile: ~regexCache /Users/colch/Downloads/temp/node_modules/regex-cache/index.js:30:20
      1    3.6%    T v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      LazyCompile: ~setup /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Location.js:350:8
      1  100.0%        LazyCompile: ~createImpl /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Location.js:71:13
      1  100.0%          LazyCompile: ~DocumentImpl /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/nodes/Document-impl.js:179:14
      1  100.0%            LazyCompile: ~setup /Users/colch/Downloads/temp/node_modules/jsdom/lib/jsdom/living/generated/Document.js:2794:8
      1    3.6%    T v8::internal::Runtime_InterpreterDeserializeLazy(int, v8::internal::Object**, v8::internal::Isolate*)
      1  100.0%      Script: ~<anonymous> internal/errors.js:1:11
